Op Type,Dimension,Bound,C/M ratio,Op Intensity,Latency (msec),Cycles,Num ops (MFLOP),Input_a (MB),Input_w (MB),Output (MB),Total Data (MB),Throughput (Tflops),Compute Cycles,Memory Cycles
GEMM,"[1, 4096, 1536, 4096]",C,4.742957005804433,1755.4285714285713,0.437703673477707,479285.52245808917,51539.607552,16.0,6.0,6.0,28.0,117.75,479285.52245808917,101052.04872646733
